feature,importance,fold
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Everyday expenses),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Furniture),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Gasification / water supply),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Hobby),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Journey),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Medicine),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Money for a third person),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Other),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Payments on other loans),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Refusal to name the goal),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Repairs),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Urgent needs),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday),0,2
MEDIAN(previous_application.NAME_CASH_LOAN_PURPOSE_nan),0,2
MEDIAN(previous_application.NAME_CONTRACT_STATUS_Approved),26,2
MEDIAN(previous_application.NAME_CONTRACT_STATUS_Canceled),20,2
MEDIAN(previous_application.NAME_CONTRACT_STATUS_Refused),52,2
MEDIAN(previous_application.NAME_CONTRACT_STATUS_Unused offer),0,2
MEDIAN(previous_application.NAME_PAYMENT_TYPE_Cash through the bank),4,2
MEDIAN(previous_application.NAME_PAYMENT_TYPE_Cashless from the account of the employer),0,2
MEDIAN(previous_application.NAME_PAYMENT_TYPE_Non-cash from your account),0,2
MEDIAN(previous_application.NAME_PAYMENT_TYPE_nan),3,2
MEDIAN(previous_application.CODE_REJECT_REASON_CLIENT),0,2
MEDIAN(previous_application.CODE_REJECT_REASON_HC),1,2
MEDIAN(previous_application.CODE_REJECT_REASON_LIMIT),0,2
MEDIAN(previous_application.CODE_REJECT_REASON_SCO),23,2
MEDIAN(previous_application.CODE_REJECT_REASON_SCOFR),0,2
MEDIAN(previous_application.CODE_REJECT_REASON_SYSTEM),0,2
MEDIAN(previous_application.CODE_REJECT_REASON_VERIF),0,2
MEDIAN(previous_application.CODE_REJECT_REASON_nan),10,2
MEDIAN(previous_application.NAME_TYPE_SUITE_Children),0,2
MEDIAN(previous_application.NAME_TYPE_SUITE_Family),4,2
MEDIAN(previous_application.NAME_TYPE_SUITE_Group of people),0,2
MEDIAN(previous_application.NAME_TYPE_SUITE_Other_A),2,2
MEDIAN(previous_application.NAME_TYPE_SUITE_Other_B),0,2
"MEDIAN(previous_application.NAME_TYPE_SUITE_Spouse, partner)",0,2
MEDIAN(previous_application.NAME_TYPE_SUITE_Unaccompanied),15,2
MEDIAN(previous_application.NAME_TYPE_SUITE_nan),25,2
MEDIAN(previous_application.NAME_CLIENT_TYPE_New),0,2
MEDIAN(previous_application.NAME_CLIENT_TYPE_Refreshed),1,2
MEDIAN(previous_application.NAME_CLIENT_TYPE_Repeater),4,2
MEDIAN(previous_application.NAME_CLIENT_TYPE_nan),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Additional Service),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Audio/Video),2,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Auto Accessories),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Clothing and Accessories),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Computers),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Construction Materials),1,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Consumer Electronics),3,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Direct Sales),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Education),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Fitness),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Furniture),15,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Gardening),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Homewares),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Insurance),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Jewelry),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Medical Supplies),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Medicine),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Mobile),3,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Office Appliances),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Other),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Photo / Cinema Equipment),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Sport and Leisure),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Tourism),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Vehicles),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_Weapon),0,2
MEDIAN(previous_application.NAME_GOODS_CATEGORY_nan),2,2
MEDIAN(previous_application.NAME_PORTFOLIO_Cards),0,2
MEDIAN(previous_application.NAME_PORTFOLIO_Cars),0,2
MEDIAN(previous_application.NAME_PORTFOLIO_Cash),3,2
MEDIAN(previous_application.NAME_PORTFOLIO_POS),1,2
MEDIAN(previous_application.NAME_PORTFOLIO_nan),2,2
MEDIAN(previous_application.NAME_PRODUCT_TYPE_walk-in),2,2
MEDIAN(previous_application.NAME_PRODUCT_TYPE_x-sell),1,2
MEDIAN(previous_application.NAME_PRODUCT_TYPE_nan),3,2
MEDIAN(previous_application.CHANNEL_TYPE_AP+ (Cash loan)),18,2
MEDIAN(previous_application.CHANNEL_TYPE_Car dealer),0,2
MEDIAN(previous_application.CHANNEL_TYPE_Channel of corporate sales),0,2
MEDIAN(previous_application.CHANNEL_TYPE_Contact center),3,2
MEDIAN(previous_application.CHANNEL_TYPE_Country-wide),2,2
MEDIAN(previous_application.CHANNEL_TYPE_Credit and cash offices),6,2
MEDIAN(previous_application.CHANNEL_TYPE_Regional / Local),0,2
MEDIAN(previous_application.CHANNEL_TYPE_Stone),7,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_Auto technology),0,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_Clothing),0,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_Connectivity),4,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_Construction),1,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_Consumer electronics),3,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_Furniture),7,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_Industry),0,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_Jewelry),0,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_MLM partners),0,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_Tourism),0,2
MEDIAN(previous_application.NAME_SELLER_INDUSTRY_nan),2,2
MEDIAN(previous_application.NAME_YIELD_GROUP_high),7,2
MEDIAN(previous_application.NAME_YIELD_GROUP_low_action),16,2
MEDIAN(previous_application.NAME_YIELD_GROUP_low_normal),4,2
MEDIAN(previous_application.NAME_YIELD_GROUP_middle),4,2
MEDIAN(previous_application.NAME_YIELD_GROUP_nan),11,2
MEDIAN(previous_application.PRODUCT_COMBINATION_Card Street),0,2
MEDIAN(previous_application.PRODUCT_COMBINATION_Card X-Sell),0,2
MEDIAN(previous_application.PRODUCT_COMBINATION_Cash),1,2
MEDIAN(previous_application.PRODUCT_COMBINATION_Cash Street: high),0,2
MEDIAN(previous_application.PRODUCT_COMBINATION_Cash Street: low),0,2
MEDIAN(previous_application.PRODUCT_COMBINATION_Cash Street: middle),1,2
MEDIAN(previous_application.PRODUCT_COMBINATION_Cash X-Sell: high),1,2
MEDIAN(previous_application.PRODUCT_COMBINATION_Cash X-Sell: low),3,2
MEDIAN(previous_application.PRODUCT_COMBINATION_Cash X-Sell: middle),1,2
MEDIAN(previous_application.PRODUCT_COMBINATION_POS household with interest),1,2
MEDIAN(previous_application.PRODUCT_COMBINATION_POS household without interest),0,2
MEDIAN(previous_application.PRODUCT_COMBINATION_POS industry with interest),6,2
MEDIAN(previous_application.PRODUCT_COMBINATION_POS industry without interest),12,2
MEDIAN(previous_application.PRODUCT_COMBINATION_POS mobile with interest),9,2
MEDIAN(previous_application.PRODUCT_COMBINATION_POS mobile without interest),0,2
MEDIAN(previous_application.PRODUCT_COMBINATION_POS other with interest),1,2
MEDIAN(previous_application.PRODUCT_COMBINATION_POS others without interest),0,2
MEDIAN(previous_application.PRODUCT_COMBINATION_nan),0,2
COUNT(previous_application),1,2
SUM(bureau_balance.STATUS_0),33,2
SUM(bureau_balance.STATUS_1),7,2
SUM(bureau_balance.STATUS_2),0,2
SUM(bureau_balance.STATUS_3),0,2
SUM(bureau_balance.STATUS_4),0,2
SUM(bureau_balance.STATUS_5),0,2
SUM(bureau_balance.STATUS_C),19,2
SUM(bureau_balance.STATUS_X),19,2
STD(bureau_balance.STATUS_0),37,2
STD(bureau_balance.STATUS_1),43,2
STD(bureau_balance.STATUS_2),0,2
STD(bureau_balance.STATUS_3),2,2
STD(bureau_balance.STATUS_4),2,2
STD(bureau_balance.STATUS_5),0,2
STD(bureau_balance.STATUS_C),43,2
STD(bureau_balance.STATUS_X),43,2
MAX(bureau_balance.STATUS_0),0,2
MAX(bureau_balance.STATUS_1),0,2
MAX(bureau_balance.STATUS_2),0,2
MAX(bureau_balance.STATUS_3),0,2
MAX(bureau_balance.STATUS_4),0,2
MAX(bureau_balance.STATUS_5),0,2
MAX(bureau_balance.STATUS_C),0,2
MAX(bureau_balance.STATUS_X),0,2
MIN(bureau_balance.STATUS_0),1,2
MIN(bureau_balance.STATUS_5),0,2
MIN(bureau_balance.STATUS_C),0,2
MIN(bureau_balance.STATUS_X),0,2
MEDIAN(bureau_balance.STATUS_0),1,2
MEDIAN(bureau_balance.STATUS_1),0,2
MEDIAN(bureau_balance.STATUS_5),0,2
MEDIAN(bureau_balance.STATUS_C),3,2
MEDIAN(bureau_balance.STATUS_X),1,2
COUNT(bureau_balance),5,2
SUM(pos_cash_balance.CNT_INSTALMENT),26,2
SUM(pos_cash_balance.CNT_INSTALMENT_FUTURE),35,2
SUM(pos_cash_balance.SK_DPD),16,2
SUM(pos_cash_balance.SK_DPD_DEF),16,2
SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Active),40,2
SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Amortized debt),0,2
SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Approved),0,2
SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Canceled),0,2
SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Completed),3,2
SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Demand),0,2
SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Returned to the store),0,2
SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Signed),2,2
SUM(pos_cash_balance.NAME_CONTRACT_STATUS_nan),0,2
STD(pos_cash_balance.CNT_INSTALMENT),44,2
STD(pos_cash_balance.CNT_INSTALMENT_FUTURE),47,2
STD(pos_cash_balance.SK_DPD),11,2
STD(pos_cash_balance.SK_DPD_DEF),53,2
STD(pos_cash_balance.NAME_CONTRACT_STATUS_Active),65,2
STD(pos_cash_balance.NAME_CONTRACT_STATUS_Amortized debt),0,2
STD(pos_cash_balance.NAME_CONTRACT_STATUS_Approved),2,2
STD(pos_cash_balance.NAME_CONTRACT_STATUS_Canceled),0,2
STD(pos_cash_balance.NAME_CONTRACT_STATUS_Completed),44,2
STD(pos_cash_balance.NAME_CONTRACT_STATUS_Demand),0,2
STD(pos_cash_balance.NAME_CONTRACT_STATUS_Returned to the store),18,2
STD(pos_cash_balance.NAME_CONTRACT_STATUS_Signed),21,2
STD(pos_cash_balance.NAME_CONTRACT_STATUS_nan),0,2
MAX(pos_cash_balance.CNT_INSTALMENT),6,2
MAX(pos_cash_balance.CNT_INSTALMENT_FUTURE),3,2
MAX(pos_cash_balance.SK_DPD),2,2
MAX(pos_cash_balance.SK_DPD_DEF),3,2
MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Active),0,2
MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Amortized debt),0,2
MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Approved),0,2
MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Canceled),0,2
MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Completed),0,2
MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Demand),0,2
MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Returned to the store),1,2
MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Signed),0,2
MAX(pos_cash_balance.NAME_CONTRACT_STATUS_nan),0,2
MIN(pos_cash_balance.CNT_INSTALMENT),16,2
MIN(pos_cash_balance.CNT_INSTALMENT_FUTURE),1,2
MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Active),0,2
MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Approved),0,2
MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Completed),0,2
MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Returned to the store),0,2
MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Signed),0,2
MEDIAN(pos_cash_balance.CNT_INSTALMENT),14,2
MEDIAN(pos_cash_balance.CNT_INSTALMENT_FUTURE),50,2
MEDIAN(pos_cash_balance.SK_DPD),0,2
MEDIAN(pos_cash_balance.SK_DPD_DEF),0,2
MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Active),0,2
MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Approved),0,2
MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Completed),0,2
MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Demand),0,2
MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Returned to the store),0,2
MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Signed),0,2
COUNT(pos_cash_balance),2,2
SUM(installments_payments.NUM_INSTALMENT_VERSION),54,2
SUM(installments_payments.NUM_INSTALMENT_NUMBER),28,2
SUM(installments_payments.AMT_INSTALMENT),51,2
SUM(installments_payments.AMT_PAYMENT),98,2
SUM(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT),42,2
SUM(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE),28,2
SUM(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE),94,2
STD(installments_payments.NUM_INSTALMENT_VERSION),48,2
STD(installments_payments.NUM_INSTALMENT_NUMBER),44,2
STD(installments_payments.AMT_INSTALMENT),43,2
STD(installments_payments.AMT_PAYMENT),37,2
STD(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT),47,2
STD(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE),111,2
STD(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE),92,2
MAX(installments_payments.NUM_INSTALMENT_VERSION),3,2
MAX(installments_payments.NUM_INSTALMENT_NUMBER),23,2
MAX(installments_payments.AMT_INSTALMENT),33,2
MAX(installments_payments.AMT_PAYMENT),32,2
MAX(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT),9,2
MAX(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE),13,2
MAX(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE),66,2
MIN(installments_payments.NUM_INSTALMENT_VERSION),0,2
MIN(installments_payments.AMT_INSTALMENT),112,2
MIN(installments_payments.AMT_PAYMENT),119,2
MIN(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT),54,2
MIN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE),0,2
MIN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE),20,2
MEDIAN(installments_payments.NUM_INSTALMENT_VERSION),0,2
MEDIAN(installments_payments.NUM_INSTALMENT_NUMBER),16,2
MEDIAN(installments_payments.AMT_INSTALMENT),81,2
MEDIAN(installments_payments.AMT_PAYMENT),89,2
MEDIAN(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT),8,2
MEDIAN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE),8,2
MEDIAN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE),49,2
COUNT(installments_payments),25,2
SUM(credit_card_balance.AMT_BALANCE),1,2
SUM(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),12,2
SUM(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),20,2
SUM(credit_card_balance.AMT_DRAWINGS_CURRENT),9,2
SUM(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0,2
SUM(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),14,2
SUM(credit_card_balance.AMT_INST_MIN_REGULARITY),6,2
SUM(credit_card_balance.AMT_PAYMENT_CURRENT),6,2
SUM(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),2,2
SUM(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),3,2
SUM(credit_card_balance.AMT_RECIVABLE),2,2
SUM(credit_card_balance.AMT_TOTAL_RECEIVABLE),0,2
SUM(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),6,2
SUM(credit_card_balance.CNT_DRAWINGS_CURRENT),5,2
SUM(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,2
SUM(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),6,2
SUM(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0,2
SUM(credit_card_balance.SK_DPD),4,2
SUM(credit_card_balance.SK_DPD_DEF),0,2
SUM(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),12,2
SUM(credit_card_balance.NAME_CONTRACT_STATUS_Active),6,2
SUM(credit_card_balance.NAME_CONTRACT_STATUS_Approved),0,2
SUM(credit_card_balance.NAME_CONTRACT_STATUS_Completed),1,2
SUM(credit_card_balance.NAME_CONTRACT_STATUS_Demand),0,2
SUM(credit_card_balance.NAME_CONTRACT_STATUS_Refused),0,2
SUM(credit_card_balance.NAME_CONTRACT_STATUS_Sent proposal),0,2
SUM(credit_card_balance.NAME_CONTRACT_STATUS_Signed),0,2
STD(credit_card_balance.AMT_BALANCE),6,2
STD(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),13,2
STD(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),13,2
STD(credit_card_balance.AMT_DRAWINGS_CURRENT),3,2
STD(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),4,2
STD(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),9,2
STD(credit_card_balance.AMT_INST_MIN_REGULARITY),4,2
STD(credit_card_balance.AMT_PAYMENT_CURRENT),7,2
STD(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),2,2
STD(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),2,2
STD(credit_card_balance.AMT_RECIVABLE),6,2
STD(credit_card_balance.AMT_TOTAL_RECEIVABLE),0,2
STD(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),27,2
STD(credit_card_balance.CNT_DRAWINGS_CURRENT),26,2
STD(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),5,2
STD(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),8,2
STD(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),6,2
STD(credit_card_balance.SK_DPD),3,2
STD(credit_card_balance.SK_DPD_DEF),8,2
STD(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),9,2
STD(credit_card_balance.NAME_CONTRACT_STATUS_Active),4,2
STD(credit_card_balance.NAME_CONTRACT_STATUS_Approved),0,2
STD(credit_card_balance.NAME_CONTRACT_STATUS_Completed),1,2
STD(credit_card_balance.NAME_CONTRACT_STATUS_Demand),0,2
STD(credit_card_balance.NAME_CONTRACT_STATUS_Refused),0,2
STD(credit_card_balance.NAME_CONTRACT_STATUS_Sent proposal),0,2
STD(credit_card_balance.NAME_CONTRACT_STATUS_Signed),0,2
MAX(credit_card_balance.AMT_BALANCE),6,2
MAX(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),4,2
MAX(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),9,2
MAX(credit_card_balance.AMT_DRAWINGS_CURRENT),4,2
MAX(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),1,2
MAX(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),2,2
MAX(credit_card_balance.AMT_INST_MIN_REGULARITY),3,2
MAX(credit_card_balance.AMT_PAYMENT_CURRENT),12,2
MAX(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),1,2
MAX(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),7,2
MAX(credit_card_balance.AMT_RECIVABLE),1,2
MAX(credit_card_balance.AMT_TOTAL_RECEIVABLE),1,2
MAX(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),6,2
MAX(credit_card_balance.CNT_DRAWINGS_CURRENT),11,2
MAX(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,2
MAX(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),2,2
MAX(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0,2
MAX(credit_card_balance.SK_DPD),0,2
MAX(credit_card_balance.SK_DPD_DEF),0,2
MAX(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),63,2
MAX(credit_card_balance.NAME_CONTRACT_STATUS_Active),0,2
MAX(credit_card_balance.NAME_CONTRACT_STATUS_Approved),0,2
MAX(credit_card_balance.NAME_CONTRACT_STATUS_Completed),0,2
MAX(credit_card_balance.NAME_CONTRACT_STATUS_Demand),0,2
MAX(credit_card_balance.NAME_CONTRACT_STATUS_Refused),0,2
MAX(credit_card_balance.NAME_CONTRACT_STATUS_Sent proposal),0,2
MAX(credit_card_balance.NAME_CONTRACT_STATUS_Signed),0,2
MIN(credit_card_balance.AMT_BALANCE),7,2
MIN(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),11,2
MIN(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),0,2
MIN(credit_card_balance.AMT_DRAWINGS_CURRENT),1,2
MIN(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0,2
MIN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),0,2
MIN(credit_card_balance.AMT_INST_MIN_REGULARITY),1,2
MIN(credit_card_balance.AMT_PAYMENT_CURRENT),6,2
MIN(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),4,2
MIN(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),4,2
MIN(credit_card_balance.AMT_RECIVABLE),1,2
MIN(credit_card_balance.AMT_TOTAL_RECEIVABLE),1,2
MIN(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),0,2
MIN(credit_card_balance.CNT_DRAWINGS_CURRENT),0,2
MIN(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,2
MIN(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),0,2
MIN(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0,2
MIN(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),7,2
MIN(credit_card_balance.NAME_CONTRACT_STATUS_Active),1,2
MIN(credit_card_balance.NAME_CONTRACT_STATUS_Completed),0,2
MIN(credit_card_balance.NAME_CONTRACT_STATUS_Signed),0,2
MEDIAN(credit_card_balance.AMT_BALANCE),5,2
MEDIAN(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),2,2
MEDIAN(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),25,2
MEDIAN(credit_card_balance.AMT_DRAWINGS_CURRENT),8,2
MEDIAN(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0,2
MEDIAN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),7,2
MEDIAN(credit_card_balance.AMT_INST_MIN_REGULARITY),5,2
MEDIAN(credit_card_balance.AMT_PAYMENT_CURRENT),28,2
MEDIAN(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),12,2
MEDIAN(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),2,2
